2.000000, 23.110383, 2011377, 105.314142
2.352860, 84.515057, 2710243, 60.328760
2.581041, 76.965812, 2991268, 80.845910
2.761904, 86.027734, 2991268, 79.323769
2.903977, 136.861228, 2454766, 60.380185
3.029467, 222.027207, 2222515, 47.505054
3.139343, 160.820261, 2454766, 47.263419
3.254208, 89.663918, 2710243, 58.089608
3.394769, 45.727066, 2991268, 85.777315
3.624438, 24.826925, 3640434, 126.981579
4.027896, 14.564753, 4425925, 203.828963
4.688323, 6.423428, 4425925, 590.847553
0.028181, 0.019585, 0.000000E+00, 8.596065E-03, 36030004
